1 PRIMARY SURVEY_Primary_ID,Meadow Code,Species Info_ID,1a Primary Survey Species Info_Primary_ID,Species Code,Life Stage,Cap_Recap,Species Notes
325,BB,16599,325,BUCA,EM,-,
325,BB,16600,325,BUCA,EN,-,
325,BB,16601,325,BUCA,EN,-,
325,BB,16602,325,BUCA,EM,-,
325,BB,16603,325,BUCA,EM,-,
325,BB,16604,325,BUCA,EN,-,
60,BB,801,60,BUCA,M,N,
155,BB,6456,155,BUCA,M,N,
325,BB,11505,325,BUCA,J,N,
155,BB,6454,155,BUCA,M,N,
155,BB,6453,155,BUCA,M,N,
155,BB,6452,155,BUCA,M,N,
155,BB,6451,155,BUCA,M,N,
155,BB,6450,155,BUCA,M,N,
155,BB,6449,155,BUCA,M,N,
155,BB,6448,155,BUCA,M,N,
60,BB,797,60,HYRE,M,-,
60,BB,798,60,BUCA,M,N,"*ABOUT 10MM, BOTCHED MARKS, Status implied by the marking colors. (note: KEV)"
60,BB,799,60,BUCA,M,N,
123,BB,2185,123,BUCA,M,N,Time field blank on datasheet (note: KEV)
155,BB,6457,155,BUCA,M,N,
40,BB,549,40,BUCA,M,N,OUTSIDE FENCE
118,BB,1583,118,BUCA,J,E,ESCAPE
118,BB,1584,118,BUCA,J,N,
118,BB,1585,118,HYRE,M,-,
40,BB,545,40,BUCA,M,N,"NO MARK, SVL = <10, OUTSIDE FENCE"
40,BB,546,40,BUCA,M,N,OUTSIDE FENCE
158,BB,6590,158,BUCA,M,N,
158,BB,6589,158,BUCA,M,N,
158,BB,6588,158,BUCA,M,N,
158,BB,6587,158,BUCA,M,N,
158,BB,6586,158,BUCA,M,N,
155,BB,6458,155,HYRE,M,-,7 SEEN
325,BB,11507,325,BUCA,J,N,
40,BB,548,40,BUCA,M,N,OUTSIDE FENCE
325,BB,11506,325,BUCA,J,N,
40,BB,550,40,BUCA,M,N,OUTSIDE FENCE
40,BB,551,40,HYRE,AU,-,OUTSIDE FENCE
40,BB,552,40,HYRE,AU,-,OUTSIDE FENCE
40,BB,8474,40,BUCA,M,N,
40,BB,8475,40,HYRE,M,-,
40,BB,8476,40,HYRE,M,-,3 TOTAL
40,BB,8477,40,HYRE,T,-,
40,BB,8478,40,HYRE,M,-,
40,BB,8479,40,THEL,J,-,
325,BB,11503,325,BUCA,J,N,
325,BB,11504,325,BUCA,J,N,
60,BB,802,60,BUCA,M,N,
40,BB,547,40,BUCA,M,N,"NO MARK, SVL = <10, OUTSIDE FENCE"
281,BB,9918,281,BUCA,J,N,
107,BB,1241,107,BUCA,J,N,
64,BB,856,64,BUCA,M,N,
64,BB,857,64,BUCA,M,N,
64,BB,858,64,BUCA,M,N,
282,BB,10093,282,BUCA,M,N,
281,BB,9910,281,HYRE,T,-,
281,BB,9911,281,HYRE,M,-,
281,BB,9912,281,BUCA,J,N,
281,BB,9913,281,BUCA,J,N,
281,BB,9914,281,BUCA,J,N,
281,BB,9915,281,BUCA,J,N,
60,BB,800,60,BUCA,M,R,
281,BB,9917,281,BUCA,J,N,
107,BB,1244,107,BUCA,J,E,"NO MARK, ESCAPE"
281,BB,9919,281,BUCA,J,N,
281,BB,9920,281,BUCA,M,N,
281,BB,9921,281,BUCA,M,N,
281,BB,9922,281,BUCA,M,N,
281,BB,9923,281,BUCA,M,N,
281,BB,9924,281,BUCA,M,N,
281,BB,9925,281,BUCA,M,N,
123,BB,2180,123,BUCA,M,N,
123,BB,2181,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2182,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
281,BB,9970,281,BUCA,M,N,
281,BB,9916,281,BUCA,J,N,
64,BB,854,64,BUCA,M,N,
60,BB,803,60,BUCA,M,N,
60,BB,804,60,BUCA,M,N,
64,BB,843,64,HYRE,M,-,25 TOTAL
64,BB,844,64,BUCA,M,N,
64,BB,845,64,BUCA,M,N,
64,BB,846,64,BUCA,M,N,
64,BB,847,64,BUCA,M,N,
64,BB,848,64,BUCA,M,N,
64,BB,849,64,BUCA,M,N,
64,BB,850,64,BUCA,M,N,
64,BB,851,64,BUCA,M,N,
107,BB,1242,107,BUCA,AU,E,"NO MARK, ESCAPE"
64,BB,853,64,BUCA,M,R,
107,BB,1243,107,BUCA,J,E,"NO MARK, ESCAPE"
64,BB,855,64,BUCA,M,N,
107,BB,8823,107,BUCA,J,N,
107,BB,8822,107,BUCA,M,N,
107,BB,8821,107,BUCA,J,E,ESCAPED INTO HOLE
107,BB,8820,107,HYRE,AU,-,
107,BB,8819,107,BUCA,J,N,
107,BB,8818,107,BUCA,J,N,
107,BB,8817,107,BUCA,AM,R,
107,BB,8816,107,BUCA,M,N,
107,BB,8815,107,BUCA,M,N,
107,BB,8814,107,HYRE,AU,-,
123,BB,2184,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
64,BB,852,64,BUCA,M,N,Status implied by the marking colors. (note: KEV)
123,BB,2255,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
281,BB,9968,281,BUCA,M,N,
123,BB,2243,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2244,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2245,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2246,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2247,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2248,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2249,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2250,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2251,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2252,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
131,BB,3799,131,BUCA,M,N,
123,BB,2254,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2239,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2256,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2257,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2258,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2259,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2260,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2261,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2262,123,BUCA,M,N,
282,BB,10086,282,BUCA,M,N,
131,BB,3802,131,THEL,AF,-,
131,BB,3801,131,BUCA,M,R,
123,BB,2213,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2253,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2227,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2214,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2215,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2216,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2217,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2218,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2219,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2220,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2221,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2222,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2223,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2224,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2241,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2226,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
282,BB,10027,282,BUCA,M,N,
123,BB,2228,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2229,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2230,123,BUCA,M,N,"too small, green only. Time field blank on Datasheet (note: KEV)"
123,BB,2231,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2232,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2233,123,BUCA,M,N,Time field blank on Datasheet
123,BB,2234,123,THEL,AU,-,
123,BB,2235,123,THEL,J,-,
123,BB,2236,123,BUCA,M,N,
123,BB,2237,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2238,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
131,BB,3798,131,BUCA,M,N,
123,BB,2225,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
131,BB,3756,131,BUCA,M,N,
131,BB,3769,131,BUCA,M,N,
131,BB,3768,131,BUCA,M,N,
131,BB,3767,131,BUCA,M,N,
131,BB,3766,131,BUCA,M,N,
131,BB,3765,131,BUCA,M,N,
131,BB,3764,131,BUCA,M,R,
131,BB,3763,131,BUCA,M,N,3 legs
131,BB,3762,131,BUCA,M,R,
131,BB,3761,131,BUCA,M,N,
131,BB,3760,131,BUCA,M,N,
131,BB,3759,131,BUCA,M,N,
131,BB,3800,131,BUCA,M,N,
131,BB,3757,131,BUCA,M,N,
131,BB,3772,131,BUCA,M,N,
131,BB,3755,131,BUCA,M,N,
131,BB,3754,131,BUCA,M,N,clubfoot
131,BB,3753,131,BUCA,M,N,
131,BB,3752,131,BUCA,M,N,
131,BB,3751,131,BUCA,M,N,
282,BB,10087,282,BUCA,M,N,
282,BB,10088,282,BUCA,J,N,
282,BB,10089,282,BUCA,J,N,
282,BB,10090,282,BUCA,AU,N,
282,BB,10091,282,BUCA,AU,N,
282,BB,10092,282,BUCA,M,N,
131,BB,3758,131,BUCA,M,N,
131,BB,3784,131,BUCA,M,N,
131,BB,3797,131,BUCA,M,N,
131,BB,3796,131,BUCA,M,N,clubfoot
131,BB,3795,131,BUCA,M,N,
131,BB,3794,131,BUCA,M,N,
131,BB,3793,131,BUCA,M,N,
131,BB,3792,131,BUCA,M,N,
131,BB,3791,131,BUCA,M,N,
131,BB,3790,131,BUCA,M,N,
131,BB,3789,131,BUCA,M,N,
131,BB,3788,131,BUCA,M,N,
131,BB,3787,131,BUCA,M,N,
131,BB,3770,131,BUCA,M,N,
131,BB,3785,131,BUCA,M,N,
131,BB,3771,131,BUCA,M,N,
131,BB,3783,131,BUCA,M,N,
131,BB,3782,131,BUCA,M,N,
131,BB,3781,131,BUCA,M,N,
131,BB,3780,131,BUCA,M,R,
131,BB,3779,131,BUCA,M,N,
131,BB,3778,131,BUCA,M,N,
131,BB,3777,131,BUCA,M,N,
131,BB,3776,131,BUCA,M,N,
131,BB,3775,131,BUCA,M,N,
131,BB,3774,131,BUCA,M,N,
131,BB,3773,131,BUCA,M,N,
123,BB,2240,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
131,BB,3786,131,BUCA,M,N,
123,BB,2205,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2198,123,BUCA,M,N,Time field blank on datasheet (note: KEV)
282,BB,10063,282,BUCA,M,N,
282,BB,10062,282,BUCA,M,N,
123,BB,2212,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
282,BB,10060,282,BUCA,M,N,
123,BB,2242,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
282,BB,10065,282,BUCA,M,N,
123,BB,2206,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
282,BB,10066,282,BUCA,M,N,
123,BB,2204,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2203,123,BUCA,M,N,3 legs Time field blank on datasheet (note: KEV)
123,BB,2202,123,BUCA,M,N,Time field blank on datasheet (note: KEV)
123,BB,2201,123,BUCA,M,N,Time field blank on datasheet (note: KEV)
123,BB,2200,123,BUCA,M,N,"too small, green only. Time field blank on datasheet (note: KEV)"
282,BB,10082,282,BUCA,M,N,
282,BB,10058,282,BUCA,M,N,
282,BB,10073,282,BUCA,M,N,
282,BB,10081,282,BUCA,M,N,
282,BB,10080,282,BUCA,M,N,
282,BB,10079,282,HYRE,M,-,
282,BB,10078,282,BUCA,AU,N,
282,BB,10077,282,BUCA,AU,N,
282,BB,10076,282,HYRE,AU,-,
282,BB,10064,282,BUCA,M,N,
282,BB,10074,282,BUCA,M,N,
123,BB,2197,123,BUCA,M,N,Time field blank on datasheet (note: KEV)
282,BB,10072,282,BUCA,M,N,
282,BB,10071,282,BUCA,M,N,
282,BB,10070,282,BUCA,M,N,
282,BB,10069,282,BUCA,M,N,
282,BB,10068,282,BUCA,M,N,
282,BB,10067,282,BUCA,M,N,
282,BB,10075,282,BUCA,M,N,
282,BB,10034,282,BUCA,M,N,
123,BB,2199,123,BUCA,M,N,Time field blank on datasheet (note: KEV)
282,BB,10041,282,BUCA,J,N,
282,BB,10040,282,THEL,AF,-,
282,BB,10039,282,BUCA,J,N,
282,BB,10038,282,BUCA,J,N,
282,BB,10037,282,BUCA,J,N,
282,BB,10043,282,BUCA,J,N,
282,BB,10035,282,BUCA,M,N,
282,BB,10044,282,BUCA,J,N,
282,BB,10033,282,BUCA,M,N,
282,BB,10032,282,BUCA,M,R,
282,BB,10031,282,BUCA,M,R,
282,BB,10030,282,BUCA,M,N,
282,BB,10029,282,BUCA,M,N,
282,BB,10028,282,BUCA,M,N,
282,BB,10036,282,BUCA,M,N,
282,BB,10051,282,BUCA,M,N,
123,BB,2196,123,BUCA,M,N,Time field blank on datasheet (note: KEV)
123,BB,2195,123,BUCA,M,N,Time field blank on datasheet (note: KEV)
282,BB,10057,282,BUCA,M,N,
282,BB,10056,282,BUCA,M,N,
282,BB,10055,282,BUCA,M,N,
282,BB,10054,282,BUCA,M,N,
282,BB,10042,282,BUCA,J,N,
282,BB,10052,282,BUCA,M,N,
282,BB,10061,282,BUCA,M,N,
282,BB,10050,282,BUCA,M,N,
282,BB,10049,282,BUCA,M,N,
282,BB,10048,282,BUCA,M,N,
282,BB,10047,282,BUCA,M,R,
282,BB,10046,282,BUCA,M,N,
282,BB,10045,282,BUCA,J,R,
282,BB,10053,282,BUCA,M,N,
345,BB,16832,345,HYRE,E,-,
282,BB,10083,282,BUCA,M,N,
345,BB,11720,345,BUCA,J,N,
282,BB,10059,282,BUCA,M,N,
345,BB,11721,345,BUCA,J,N,
345,BB,11722,345,BUCA,J,N,
345,BB,11723,345,BUCA,J,N,
345,BB,11724,345,BUCA,J,N,
345,BB,11725,345,BUCA,J,N,
345,BB,16829,345,BUCA,T,-,
345,BB,11717,345,BUCA,J,N,
345,BB,16831,345,HYRE,J,-,
345,BB,11718,345,BUCA,J,N,
345,BB,16833,345,BUCA,AU,E,escaped in burrow.
345,BB,16834,345,BUCA,EH,-,"eggs hatched, tads present, but clusted around dead eggs."
346,BB,11727,346,BUCA,T,-,
346,BB,18551,346,HYRE,T,-,
346,BB,18552,346,BUCA,J,E,"sub adult, maybe 3rd year."
123,BB,2207,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2208,123,BUCA,M,N,
123,BB,2209,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2210,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
123,BB,2211,123,BUCA,M,N,Time field blank on Datasheet (note: KEV)
345,BB,16830,345,HYRE,AU,-,
343,BB,16791,343,BUCA,AM,U,calling increased noticably.
345,BB,11715,345,BUCA,J,N,
345,BB,11714,345,BUCA,J,N,
345,BB,11713,345,BUCA,J,N,
345,BB,11712,345,BUCA,J,N,
345,BB,11711,345,BUCA,J,E,
345,BB,11716,345,BUCA,J,N,
344,BB,11710,344,BUCA,J,N,
344,BB,16823,344,BUCA,AM,N,calling first
343,BB,16790,343,HYRE,AM,-,calling
343,BB,16789,343,HYRE,E,-,lots of egg masses
343,BB,16788,343,BUCA,AM,-,"4 adult males calling and then captured. 2 new, and 2 recaps."
343,BB,11708,343,BUCA,J,E,
282,BB,10085,282,BUCA,M,N,
282,BB,10084,282,BUCA,M,N,
344,BB,16824,344,BUCA,AM,R,calling first
344,BB,11709,344,BUCA,J,N,
422,BB,13689,422,BUCA,M,N,
422,BB,13642,422,BUCA,M,N,
422,BB,13697,422,BUCA,M,N,
422,BB,13696,422,BUCA,M,N,
422,BB,13695,422,BUCA,M,N,
422,BB,13694,422,BUCA,M,N,
422,BB,13693,422,BUCA,M,N,
422,BB,13692,422,BUCA,M,N,
422,BB,13699,422,BUCA,M,N,
422,BB,13690,422,BUCA,M,N,
422,BB,13700,422,BUCA,M,N,
422,BB,13688,422,BUCA,M,N,
422,BB,13687,422,BUCA,M,N,
422,BB,13686,422,BUCA,M,N,
422,BB,13685,422,BUCA,M,N,
422,BB,13684,422,BUCA,M,N,
422,BB,13683,422,BUCA,M,N,
422,BB,13682,422,BUCA,M,N,
422,BB,13691,422,BUCA,M,N,
580,BB,18165,580,BUCA,J,N,
580,BB,18174,580,BUCA,AM,R,
580,BB,18173,580,BUCA,J,N,
580,BB,18172,580,HYRE,J,-,
580,BB,18171,580,BUCA,J,N,
580,BB,18170,580,BUCA,J,N,
580,BB,18169,580,BUCA,J,N,
580,BB,18168,580,BUCA,J,N,
422,BB,13698,422,BUCA,M,N,
580,BB,18166,580,BUCA,J,N,
422,BB,13679,422,BUCA,M,N,
580,BB,18164,580,BUCA,J,N,
580,BB,18163,580,BUCA,J,N,
580,BB,18162,580,BUCA,J,N,
422,BB,13704,422,BUCA,M,N,
422,BB,13703,422,BUCA,M,N,
422,BB,13702,422,BUCA,M,N,
422,BB,13701,422,BUCA,M,N,
580,BB,18167,580,BUCA,J,N,
422,BB,13650,422,BUCA,AM,N,
422,BB,13659,422,BUCA,J,N,
422,BB,13658,422,BUCA,J,N,
422,BB,13657,422,BUCA,J,N,
422,BB,13656,422,BUCA,J,N,
422,BB,13655,422,BUCA,J,N,
422,BB,13654,422,BUCA,J,N,
422,BB,13653,422,BUCA,AF,N,"Did not toe clip.  Toes were malformed, didn't want to further compromise toads health."
422,BB,13681,422,BUCA,M,N,
422,BB,13651,422,BUCA,J,N,
422,BB,13662,422,BUCA,M,N,
422,BB,13649,422,HYRE,J,-,
422,BB,13648,422,THEL,AU,-,
422,BB,13647,422,BUCA,T,-,numerous stage 2 and 4.
422,BB,13646,422,BUCA,AM,N,
422,BB,13645,422,BUCA,AM,R,"Did not clip toe.  Recap, toe was already clipped. #2"
422,BB,13644,422,HYRE,T,-,numerous
432,BB,14911,432,BUCA,M,N,
422,BB,13652,422,BUCA,AM,N,
422,BB,13670,422,BUCA,M,N,
580,BB,18177,580,BUCA,AM,N,
422,BB,13678,422,BUCA,M,N,
422,BB,13677,422,BUCA,M,N,
422,BB,13676,422,BUCA,M,N,
422,BB,13675,422,BUCA,M,N,
422,BB,13674,422,BUCA,M,N,
422,BB,13673,422,BUCA,M,N,
422,BB,13660,422,BUCA,J,N,
422,BB,13671,422,BUCA,M,N,
422,BB,13661,422,BUCA,M,N,
422,BB,13669,422,BUCA,M,N,
422,BB,13668,422,BUCA,M,N,
422,BB,13667,422,BUCA,M,N,
422,BB,13666,422,BUCA,M,N,
422,BB,13665,422,BUCA,M,N,
422,BB,13664,422,BUCA,M,N,
422,BB,13663,422,BUCA,M,N,
422,BB,13680,422,BUCA,M,N,
422,BB,13672,422,BUCA,M,N,
422,BB,13744,422,BUCA,M,N,
432,BB,14926,432,BUCA,M,N,
432,BB,14927,432,BUCA,M,N,
432,BB,14928,432,BUCA,M,N,
432,BB,14929,432,BUCA,M,R,
432,BB,14930,432,BUCA,J,N,
422,BB,15983,422,HYRE,M,N,
422,BB,13747,422,BUCA,M,N,
422,BB,13736,422,BUCA,M,N,
422,BB,13745,422,BUCA,M,N,
432,BB,14923,432,BUCA,M,N,
422,BB,13743,422,BUCA,M,N,
422,BB,13742,422,BUCA,M,N,
422,BB,13741,422,BUCA,M,N,
422,BB,13740,422,BUCA,M,N,
422,BB,13739,422,BUCA,M,N,
422,BB,13738,422,BUCA,M,N,
580,BB,18175,580,BUCA,AF,N,
422,BB,13746,422,BUCA,M,N,
432,BB,14915,432,BUCA,J,N,
432,BB,14912,432,BUCA,J,N,
432,BB,14913,432,BUCA,M,N,
432,BB,14914,432,BUCA,M,N,
603,BB,18459,603,BUCA,T,-,
603,BB,18458,603,BUCA,T,-,
603,BB,18457,603,HYRE,AU,-,
603,BB,18456,603,BUCA,T,-,
432,BB,14925,432,BUCA,M,N,
603,BB,18454,603,HYRE,T,-,
432,BB,14924,432,BUCA,M,N,
432,BB,14916,432,BUCA,M,N,
432,BB,14917,432,BUCA,M,R,
432,BB,14918,432,BUCA,M,N,
432,BB,14919,432,BUCA,M,N,
432,BB,14920,432,BUCA,M,N,
432,BB,14921,432,BUCA,M,N,
432,BB,14922,432,BUCA,M,N,
422,BB,13735,422,BUCA,M,N,
603,BB,18455,603,HYRE,AF,-,
422,BB,13705,422,BUCA,M,N,
422,BB,13714,422,BUCA,M,N,
422,BB,13713,422,BUCA,M,N,
422,BB,13712,422,BUCA,J,N,
422,BB,13711,422,BUCA,M,N,
422,BB,13710,422,BUCA,M,N,
422,BB,13709,422,BUCA,M,N,
422,BB,13708,422,BUCA,M,N,
422,BB,13737,422,BUCA,M,N,
422,BB,13706,422,BUCA,M,N,
422,BB,13717,422,BUCA,M,N,
580,BB,18183,580,BUCA,T,-,
580,BB,18182,580,BUCA,J,N,
580,BB,18181,580,BUCA,J,N,
580,BB,18180,580,BUCA,AU,E,
580,BB,18179,580,THEL,AU,-,
580,BB,18178,580,BUCA,J,N,
563,BB,17996,563,HYRE,T,-,
422,BB,13707,422,BUCA,M,N,
422,BB,13725,422,BUCA,M,N,
422,BB,13734,422,BUCA,M,N,
422,BB,13733,422,BUCA,M,N,
422,BB,13732,422,BUCA,M,N,
422,BB,13731,422,BUCA,M,N,
422,BB,13730,422,BUCA,M,N,
422,BB,13729,422,BUCA,M,N,
422,BB,13728,422,BUCA,M,N,
422,BB,13715,422,BUCA,M,N,
422,BB,13726,422,BUCA,M,N,
422,BB,13716,422,BUCA,M,N,
422,BB,13724,422,BUCA,M,N,
422,BB,13723,422,BUCA,M,N,
422,BB,13722,422,BUCA,M,N,
422,BB,13721,422,BUCA,M,N,
422,BB,13720,422,BUCA,M,N,
422,BB,13719,422,BUCA,M,N,
422,BB,13718,422,BUCA,M,N,
580,BB,18176,580,BUCA,AM,R,
422,BB,13727,422,BUCA,M,N,
479,BB,16521,479,BUCA,EN,-,
422,BB,13643,422,BUCA,M,N,
479,BB,16529,479,BUCA,AM,N,not recorded on primary
479,BB,16528,479,BUCA,AM,N,not recorded on primary
479,BB,16527,479,BUCA,AM,N,not recorded on primary
